Province,Age,Gender,Education,Total_count,cell,estimate_logodds,estimate,vote_prediction,Liberal_Party,Conservative_Party
Ontario,55 to 64,Male,High School,455,Male 55 to 64,-0.34748232001484136,0.4139930847686966,Conservative Party,0,455
Ontario,55 to 64,Male,College,445,Male 55 to 64,-0.2530800055000977,0.4370655505349522,Conservative Party,0,445
Ontario,55 to 64,Male,Some university,308,Male 55 to 64,0.15573112527572897,0.5388542879310391,Liberal Party,308,0
Ontario,55 to 64,Male,University or above,453,Male 55 to 64,0.25086466192055323,0.5623893122001448,Liberal Party,453,0
Ontario,55 to 64,Female,No degree,438,Female 55 to 64,0.6276915935596175,0.6519658539593011,Liberal Party,438,0
Ontario,55 to 64,Female,High School,465,Female 55 to 64,0.08501136122017305,0.5212400501465037,Liberal Party,465,0
Ontario,55 to 64,Female,College,457,Female 55 to 64,0.17941367573491673,0.5447334884098612,Liberal Party,457,0
Ontario,55 to 64,Female,Some university,329,Female 55 to 64,0.5882248065107434,0.6429577302962731,Liberal Party,329,0
Ontario,55 to 64,Female,University or above,451,Female 55 to 64,0.6833583431555676,0.6644878321544406,Liberal Party,451,0
Manitoba,25 to 34,Male,No degree,239,Male 25 to 34,-0.43079603124287064,0.3939362626865335,Conservative Party,0,239
Manitoba,25 to 34,Male,High School,343,Male 25 to 34,-0.9734762635823151,0.27418815165396704,Conservative Party,0,343
Manitoba,25 to 34,Male,College,253,Male 25 to 34,-0.8790739490675716,0.29336971615927343,Conservative Party,0,253
Manitoba,25 to 34,Male,Some university,118,Male 25 to 34,-0.47026281829174493,0.3845540399305629,Conservative Party,0,118
Manitoba,25 to 34,Male,University or above,312,Male 25 to 34,-0.37512928164692066,0.40730219016240904,Conservative Party,0,312
Manitoba,25 to 34,Female,No degree,191,Female 25 to 34,-0.18021954698935105,0.4550666636086194,Conservative Party,0,191
Manitoba,25 to 34,Female,High School,323,Female 25 to 34,-0.7228997793287955,0.3267547516505215,Conservative Party,0,323
Manitoba,25 to 34,Female,College,295,Female 25 to 34,-0.628497464814052,0.3478513111129877,Conservative Party,0,295
Manitoba,25 to 34,Female,Some university,132,Female 25 to 34,-0.21968633403822535,0.44529824147611186,Conservative Party,0,132
Manitoba,25 to 34,Female,University or above,349,Female 25 to 34,-0.12455279739340108,0.46890199324385884,Conservative Party,0,349
Manitoba,35 to 44,Male,No degree,219,Male 35 to 44,-0.004486550992453986,0.49887836413334963,Conservative Party,0,219
Manitoba,35 to 44,Male,High School,324,Male 35 to 44,-0.5471667833318985,0.36652198637378597,Conservative Party,0,324
Manitoba,35 to 44,Male,College,269,Male 35 to 44,-0.4527644688171548,0.3887036902109382,Conservative Party,0,269
Manitoba,35 to 44,Male,Some university,128,Male 35 to 44,-0.04395333804132828,0.48901343417453247,Conservative Party,0,128
Manitoba,35 to 44,Male,University or above,304,Male 35 to 44,0.051180198603495985,0.5127922574226113,Liberal Party,304,0
Manitoba,35 to 44,Female,No degree,185,Female 35 to 44,-0.17575662080901822,0.4561736046268635,Conservative Party,0,185
Manitoba,35 to 44,Female,High School,299,Female 35 to 44,-0.7184368531484627,0.32773729135373736,Conservative Party,0,299
Manitoba,35 to 44,Female,College,313,Female 35 to 44,-0.624034538633719,0.3488644156274688,Conservative Party,0,313
Manitoba,35 to 44,Female,Some university,143,Female 35 to 44,-0.2152234078578925,0.44640088604413786,Conservative Party,0,143
Manitoba,35 to 44,Female,University or above,342,Female 35 to 44,-0.12008987121306824,0.4700135611828277,Conservative Party,0,342
Manitoba,45 to 54,Male,No degree,263,Male 45 to 54,-0.40235079929875184,0.4007476663563548,Conservative Party,0,263
Manitoba,45 to 54,Male,High School,327,Male 45 to 54,-0.9450310316381962,0.27988521874615047,Conservative Party,0,327
Manitoba,45 to 54,Male,College,277,Male 45 to 54,-0.8506287171234526,0.2993009863944963,Conservative Party,0,277
Manitoba,45 to 54,Male,Some university,143,Male 45 to 54,-0.4418175863476259,0.39130796013328567,Conservative Party,0,143
Manitoba,45 to 54,Male,University or above,287,Male 45 to 54,-0.34668404970280164,0.41418676067683896,Conservative Party,0,287
Manitoba,45 to 54,Female,No degree,217,Female 45 to 54,0.0740253038957317,0.5184978797723198,Liberal Party,217,0
Manitoba,45 to 54,Female,High School,330,Female 45 to 54,-0.4686549284437127,0.3849346533761166,Conservative Party,0,330
Manitoba,45 to 54,Female,College,325,Female 45 to 54,-0.374252613928969,0.4075138411742368,Conservative Party,0,325
Manitoba,45 to 54,Female,Some university,159,Female 45 to 54,0.03455851684685762,0.5086387694617135,Liberal Party,159,0
Manitoba,45 to 54,Female,University or above,311,Female 45 to 54,0.1296920534916819,0.5323776433491751,Liberal Party,311,0
Manitoba,55 to 64,Male,No degree,293,Male 55 to 64,-0.2698265646401574,0.4329496736578863,Conservative Party,0,293
Manitoba,55 to 64,Male,High School,321,Male 55 to 64,-0.8125067969796018,0.3073565698645172,Conservative Party,0,321
Manitoba,55 to 64,Male,College,256,Male 55 to 64,-0.7181044824648581,0.3278105253028085,Conservative Party,0,256
Manitoba,55 to 64,Male,Some university,135,Male 55 to 64,-0.3092933516890315,0.42328723306945815,Conservative Party,0,135
Manitoba,55 to 64,Male,University or above,258,Male 55 to 64,-0.21415981504420722,0.44666374364908296,Conservative Party,0,258
Manitoba,55 to 64,Female,No degree,252,Female 55 to 64,0.1476488658066606,0.5368453045468863,Liberal Party,252,0
Manitoba,55 to 64,Female,High School,338,Female 55 to 64,-0.3950313665327838,0.40250669065390077,Conservative Party,0,338
Manitoba,55 to 64,Female,College,307,Female 55 to 64,-0.30062905201804013,0.4254037133998807,Conservative Party,0,307
Manitoba,55 to 64,Female,Some university,158,Female 55 to 64,0.10818207875778652,0.5270191735635217,Liberal Party,158,0
Manitoba,55 to 64,Female,University or above,278,Female 55 to 64,0.20331561540261078,0.5506545307446232,Liberal Party,278,0
Saskatchewan,25 to 34,Male,No degree,196,Male 25 to 34,-1.0320338261799136,0.26268999457532727,Conservative Party,0,196
Saskatchewan,25 to 34,Male,High School,337,Male 25 to 34,-1.574714058519358,0.171545403469559,Conservative Party,0,337
Saskatchewan,25 to 34,Male,College,221,Male 25 to 34,-1.4803117440046145,0.18538033682061136,Conservative Party,0,221
Saskatchewan,25 to 34,Male,Some university,109,Male 25 to 34,-1.0715006132287879,0.25511781379091764,Conservative Party,0,109
Saskatchewan,25 to 34,Male,University or above,291,Male 25 to 34,-0.9763670765839636,0.27361322952082745,Conservative Party,0,291
Saskatchewan,25 to 34,Female,No degree,172,Female 25 to 34,-1.0246954533863812,0.26411379279904657,Conservative Party,0,172
Saskatchewan,25 to 34,Female,High School,306,Female 25 to 34,-1.5673756857258256,0.17259083036179612,Conservative Party,0,306
Saskatchewan,25 to 34,Female,College,289,Female 25 to 34,-1.4729733712110822,0.1864910968146028,Conservative Party,0,289
Saskatchewan,25 to 34,Female,Some university,129,Female 25 to 34,-1.0641622404352555,0.25651484894981974,Conservative Party,0,129
Saskatchewan,25 to 34,Female,University or above,340,Female 25 to 34,-0.9690287037904313,0.2750741444737533,Conservative Party,0,340
Saskatchewan,35 to 44,Male,No degree,187,Male 35 to 44,-1.5216011441834338,0.17922586378405161,Conservative Party,0,187
Saskatchewan,35 to 44,Male,High School,316,Male 35 to 44,-2.0642813765228785,0.11261726222128347,Conservative Party,0,316
Saskatchewan,35 to 44,Male,College,222,Male 35 to 44,-1.9698790620081348,0.12240187734750575,Conservative Party,0,222
Saskatchewan,35 to 44,Male,Some university,117,Male 35 to 44,-1.5610679312323081,0.17349345924448337,Conservative Party,0,117
Saskatchewan,35 to 44,Male,University or above,273,Male 35 to 44,-1.4659343945874839,0.18756135261808166,Conservative Party,0,273
Saskatchewan,35 to 44,Female,No degree,165,Female 35 to 44,-0.8837175926855189,0.2924079951234901,Conservative Party,0,165
Saskatchewan,35 to 44,Female,High School,283,Female 35 to 44,-1.4263978250249634,0.19366056537500315,Conservative Party,0,283
Saskatchewan,35 to 44,Female,College,296,Female 35 to 44,-1.3319955105102197,0.20882947594613202,Conservative Party,0,296
Saskatchewan,35 to 44,Female,Some university,142,Female 35 to 44,-0.9231843797343932,0.28430949953181656,Conservative Party,0,142
Saskatchewan,35 to 44,Female,University or above,318,Female 35 to 44,-0.8280508430895689,0.3040573668216477,Conservative Party,0,318
Saskatchewan,45 to 54,Male,No degree,227,Male 45 to 54,-1.414827392115348,0.19547376626679172,Conservative Party,0,227
Saskatchewan,45 to 54,Male,High School,317,Male 45 to 54,-1.9575076244547924,0.12373703299484624,Conservative Party,0,317
Saskatchewan,45 to 54,Male,College,218,Male 45 to 54,-1.8631053099400487,0.13434151320778168,Conservative Party,0,218
Saskatchewan,45 to 54,Male,Some university,126,Male 45 to 54,-1.454294179164222,0.18934156726974968,Conservative Party,0,126
Saskatchewan,45 to 54,Male,University or above,238,Male 45 to 54,-1.3591606425193978,0.2043767537326725,Conservative Party,0,238
Saskatchewan,45 to 54,Female,No degree,179,Female 45 to 54,-1.5251083261060687,0.17871052375007063,Conservative Party,0,179
Saskatchewan,45 to 54,Female,High School,300,Female 45 to 54,-2.067788558445513,0.11226724924197903,Conservative Party,0,300
Saskatchewan,45 to 54,Female,College,309,Female 45 to 54,-1.9733862439307694,0.1220256357100976,Conservative Party,0,309
Saskatchewan,45 to 54,Female,Some university,154,Female 45 to 54,-1.5645751131549428,0.17299112797106297,Conservative Party,0,154
Saskatchewan,45 to 54,Female,University or above,263,Female 45 to 54,-1.4694415765101185,0.18702750642575858,Conservative Party,0,263
Saskatchewan,55 to 64,Male,No degree,262,Male 55 to 64,-1.7573023819180762,0.14712851943085833,Conservative Party,0,262
Saskatchewan,55 to 64,Male,High School,320,Male 55 to 64,-2.2999826142575204,0.09112440090475572,Conservative Party,0,320
Saskatchewan,55 to 64,Male,College,204,Male 55 to 64,-2.2055802997427767,0.09925049440842541,Conservative Party,0,204
Saskatchewan,55 to 64,Male,Some university,140,Male 55 to 64,-1.7967691689669503,0.1422448070946746,Conservative Party,0,140
Saskatchewan,55 to 64,Male,University or above,208,Male 55 to 64,-1.701635632322126,0.15425176281454336,Conservative Party,0,208
Saskatchewan,55 to 64,Female,No degree,201,Female 55 to 64,-1.4370598329178983,0.19200106323852006,Conservative Party,0,201
Saskatchewan,55 to 64,Female,High School,334,Female 55 to 64,-1.9797400652573427,0.12134654981300179,Conservative Party,0,334
Saskatchewan,55 to 64,Female,College,297,Female 55 to 64,-1.885337750742599,0.13177697063643817,Conservative Party,0,297
Saskatchewan,55 to 64,Female,Some university,156,Female 55 to 64,-1.4765266199667724,0.18595262615323307,Conservative Party,0,156
Saskatchewan,55 to 64,Female,University or above,231,Female 55 to 64,-1.381393083321948,0.2007853576522894,Conservative Party,0,231
Alberta,25 to 34,Male,No degree,351,Male 25 to 34,-0.7791281817877893,0.3145078132566271,Conservative Party,0,351
Alberta,25 to 34,Male,High School,410,Male 25 to 34,-1.3218084141272337,0.21051757783742983,Conservative Party,0,410
Alberta,25 to 34,Male,College,363,Male 25 to 34,-1.2274060996124903,0.22663574139215104,Conservative Party,0,363
Alberta,25 to 34,Male,Some university,186,Male 25 to 34,-0.8185949688366636,0.30606199037788695,Conservative Party,0,186
Alberta,25 to 34,Male,University or above,406,Male 25 to 34,-0.7234614321918393,0.3266312078611698,Conservative Party,0,406
Alberta,25 to 34,Female,No degree,336,Female 25 to 34,-0.7892920047304,0.3123207099430168,Conservative Party,0,336
Alberta,25 to 34,Female,High School,388,Female 25 to 34,-1.3319722370698444,0.2088333212036295,Conservative Party,0,388
Alberta,25 to 34,Female,College,390,Female 25 to 34,-1.237569922555101,0.22485925911654597,Conservative Party,0,390
Alberta,25 to 34,Female,Some university,242,Female 25 to 34,-0.8287587917792743,0.3039075810723457,Conservative Party,0,242
Alberta,25 to 34,Female,University or above,432,Female 25 to 34,-0.73362525513445,0.32439969482601116,Conservative Party,0,432
Alberta,35 to 44,Male,No degree,347,Male 35 to 44,-0.933745968223893,0.28216535713020496,Conservative Party,0,347
Alberta,35 to 44,Male,High School,383,Male 35 to 44,-1.4764262005633375,0.1859678275441953,Conservative Party,0,383
Alberta,35 to 44,Male,College,366,Male 35 to 44,-1.3820238860485938,0.20068415146720675,Conservative Party,0,366
Alberta,35 to 44,Male,Some university,193,Male 35 to 44,-0.9732127552727673,0.27424059530181866,Conservative Party,0,193
Alberta,35 to 44,Male,University or above,400,Male 35 to 44,-0.878079218627943,0.29357597006123654,Conservative Party,0,400
Alberta,35 to 44,Female,No degree,331,Female 35 to 44,-0.9639471428022759,0.2760886075365681,Conservative Party,0,331
Alberta,35 to 44,Female,High School,371,Female 35 to 44,-1.5066273751417205,0.18143915392579213,Conservative Party,0,371
Alberta,35 to 44,Female,College,394,Female 35 to 44,-1.4122250606269768,0.1958833430847272,Conservative Party,0,394
Alberta,35 to 44,Female,Some university,230,Female 35 to 44,-1.0034139298511502,0.2682707317253281,Conservative Party,0,230
Alberta,35 to 44,Female,University or above,423,Female 35 to 44,-0.9082803932063259,0.28735185083386033,Conservative Party,0,423
Alberta,45 to 54,Male,No degree,352,Male 45 to 54,-1.058298707162566,0.2576347081836111,Conservative Party,0,352
Alberta,45 to 54,Male,High School,378,Male 45 to 54,-1.6009789395020104,0.16784483903581346,Conservative Party,0,378
Alberta,45 to 54,Male,College,365,Male 45 to 54,-1.5065766249872667,0.18144669140919634,Conservative Party,0,365
Alberta,45 to 54,Male,Some university,180,Male 45 to 54,-1.09776549421144,0.2501588075704786,Conservative Party,0,180
Alberta,45 to 54,Male,University or above,382,Male 45 to 54,-1.0026319575666158,0.26842426190663315,Conservative Party,0,382
Alberta,45 to 54,Female,No degree,344,Female 45 to 54,-1.105010190562242,0.2488023131510118,Conservative Party,0,344
Alberta,45 to 54,Female,High School,386,Female 45 to 54,-1.6476904229016864,0.16142133988491653,Conservative Party,0,386
Alberta,45 to 54,Female,College,396,Female 45 to 54,-1.5532881083869428,0.17461187041274734,Conservative Party,0,396
Alberta,45 to 54,Female,Some university,228,Female 45 to 54,-1.144476977611116,0.24149933105102991,Conservative Party,0,228
Alberta,45 to 54,Female,University or above,385,Female 45 to 54,-1.0493434409662918,0.2593511981027995,Conservative Party,0,385
Alberta,55 to 64,Male,No degree,354,Male 55 to 64,-1.2755612813528723,0.2183067389045417,Conservative Party,0,354
Alberta,55 to 64,Male,High School,370,Male 55 to 64,-1.8182415136923167,0.13964501118822653,Conservative Party,0,370
Alberta,55 to 64,Male,College,358,Male 55 to 64,-1.723839199177573,0.15137731122266856,Conservative Party,0,358
Alberta,55 to 64,Male,Some university,171,Male 55 to 64,-1.3150280684017464,0.2116466826748004,Conservative Party,0,171
Alberta,55 to 64,Male,University or above,364,Male 55 to 64,-1.219894531756922,0.22795501155750594,Conservative Party,0,364
Alberta,55 to 64,Female,No degree,350,Female 55 to 64,-1.2616442770075487,0.2206909689578907,Conservative Party,0,350
Alberta,55 to 64,Female,High School,398,Female 55 to 64,-1.804324509346993,0.14132546011611102,Conservative Party,0,398
Alberta,55 to 64,Female,College,377,Female 55 to 64,-1.7099221948322494,0.153173807724953,Conservative Party,0,377
Alberta,55 to 64,Female,Some university,200,Female 55 to 64,-1.3011110640564227,0.21397808608106725,Conservative Party,0,200
Alberta,55 to 64,Female,University or above,361,Female 55 to 64,-1.2059775274115985,0.23041355485505544,Conservative Party,0,361
British Columbia,25 to 34,Male,No degree,333,Male 25 to 34,0.23988705213471984,0.5596858148536243,Liberal Party,333,0
British Columbia,25 to 34,Male,High School,411,Male 25 to 34,-0.30279318020472457,0.42487480946436823,Conservative Party,0,411
British Columbia,25 to 34,Male,College,359,Male 25 to 34,-0.2083908656899811,0.44809000462954635,Conservative Party,0,359
British Columbia,25 to 34,Male,Some university,225,Male 25 to 34,0.20042026508584554,0.5499380177060758,Liberal Party,225,0
British Columbia,25 to 34,Male,University or above,413,Male 25 to 34,0.2955538017306698,0.5733552486096912,Liberal Party,413,0
British Columbia,25 to 34,Female,No degree,288,Female 25 to 34,0.44174572324176187,0.6086749229443806,Liberal Party,288,0
British Columbia,25 to 34,Female,High School,384,Female 25 to 34,-0.10093450909768253,0.4747877737996029,Conservative Party,0,384
British Columbia,25 to 34,Female,College,376,Female 25 to 34,-0.006532194582939077,0.49836695716103024,Conservative Party,0,376
British Columbia,25 to 34,Female,Some university,276,Female 25 to 34,0.40227893619288757,0.5992350756693977,Liberal Party,276,0
British Columbia,25 to 34,Female,University or above,435,Female 25 to 34,0.49741247283771184,0.6218510603117956,Liberal Party,435,0
British Columbia,35 to 44,Male,No degree,335,Male 35 to 44,0.3149540731216557,0.5780940312981306,Liberal Party,335,0
British Columbia,35 to 44,Male,High School,389,Male 35 to 44,-0.22772615921778883,0.4433132262958311,Conservative Party,0,389
British Columbia,35 to 44,Male,College,362,Male 35 to 44,-0.13332384470304515,0.46671832339542385,Conservative Party,0,362
British Columbia,35 to 44,Male,Some university,211,Male 35 to 44,0.2754872860727814,0.5684395265480362,Liberal Party,211,0
British Columbia,35 to 44,Male,University or above,405,Male 35 to 44,0.37062082271760566,0.5916089825665981,Liberal Party,405,0
British Columbia,35 to 44,Female,No degree,302,Female 35 to 44,0.1418044226092453,0.5353918191694041,Liberal Party,302,0
British Columbia,35 to 44,Female,High School,374,Female 35 to 44,-0.4008758097301992,0.401101935387692,Conservative Party,0,374
British Columbia,35 to 44,Female,College,393,Female 35 to 44,-0.3064734952154555,0.42397575124272585,Conservative Party,0,393
British Columbia,35 to 44,Female,Some university,272,Female 35 to 44,0.10233763556037101,0.5255621034751832,Liberal Party,272,0
British Columbia,35 to 44,Female,University or above,430,Female 35 to 44,0.19747117220519528,0.5492079919671428,Liberal Party,430,0
British Columbia,45 to 54,Male,No degree,353,Male 45 to 54,0.011222840953640123,0.5028056807900091,Liberal Party,353,0
British Columbia,45 to 54,Male,High School,401,Male 45 to 54,-0.5314573913858043,0.37017703882209935,Conservative Party,0,401
British Columbia,45 to 54,Male,College,369,Male 45 to 54,-0.4370550768710606,0.3924429087656211,Conservative Party,0,369
British Columbia,45 to 54,Male,Some university,209,Male 45 to 54,-0.02824394609523395,0.4929394828298867,Conservative Party,0,209
British Columbia,45 to 54,Male,University or above,409,Male 45 to 54,0.06688959054959032,0.5167161654556958,Liberal Party,409,0
British Columbia,45 to 54,Female,No degree,348,Female 45 to 54,0.42874923881568394,0.6055749586930577,Liberal Party,348,0
British Columbia,45 to 54,Female,High School,414,Female 45 to 54,-0.11393099352376046,0.47154802116338507,Conservative Party,0,414
British Columbia,45 to 54,Female,College,412,Female 45 to 54,-0.01952867900901678,0.4951179854009687,Conservative Party,0,412
British Columbia,45 to 54,Female,Some university,282,Female 45 to 54,0.38928245176680987,0.5961099522403792,Liberal Party,282,0
British Columbia,45 to 54,Female,University or above,418,Female 45 to 54,0.48441598841163414,0.6187901025027326,Liberal Party,418,0
British Columbia,55 to 64,Male,No degree,360,Male 55 to 64,0.1922973356719786,0.5479267375568802,Liberal Party,360,0
British Columbia,55 to 64,Male,High School,403,Male 55 to 64,-0.3503828966674658,0.4132895727187511,Conservative Party,0,403
British Columbia,55 to 64,Male,College,368,Male 55 to 64,-0.2559805821527221,0.4363520255675941,Conservative Party,0,368
British Columbia,55 to 64,Male,Some university,194,Male 55 to 64,0.15283054862310452,0.5381334419060946,Liberal Party,194,0
British Columbia,55 to 64,Male,University or above,387,Male 55 to 64,0.2479640852679288,0.5616753296125047,Liberal Party,387,0
British Columbia,55 to 64,Female,No degree,357,Female 55 to 64,0.3771748183287622,0.5931915231602554,Liberal Party,357,0
British Columbia,55 to 64,Female,High School,429,Female 55 to 64,-0.1655054140106822,0.4587178370665136,Conservative Party,0,429
British Columbia,55 to 64,Female,College,407,Female 55 to 64,-0.07110309949593852,0.4822317103509127,Conservative Party,0,407
British Columbia,55 to 64,Female,Some university,257,Female 55 to 64,0.33770803127988813,0.5836336691229808,Liberal Party,257,0
British Columbia,55 to 64,Female,University or above,392,Female 55 to 64,0.4328415679247124,0.606552004082259,Liberal Party,392,0
Yukon,25 to 34,Male,No degree,34,Male 25 to 34,0.487199413992224,0.6194464642878509,Liberal Party,34,0
Yukon,25 to 34,Male,High School,70,Male 25 to 34,-0.055480818347220406,0.48613335216595804,Conservative Party,0,70
Yukon,25 to 34,Male,College,52,Male 25 to 34,0.03892149616752305,0.5097291458631938,Liberal Party,52,0
Yukon,25 to 34,Male,Some university,6,Male 25 to 34,0.4477326269433497,0.6101000106507716,Liberal Party,6,0
Yukon,25 to 34,Male,University or above,70,Male 25 to 34,0.542866163588174,0.632478908181622,Liberal Party,70,0
Yukon,25 to 34,Female,No degree,23,Female 25 to 34,0.9262871112301982,0.7163214141189339,Liberal Party,23,0
Yukon,25 to 34,Female,High School,72,Female 25 to 34,0.38360687889075384,0.5947427428716677,Liberal Party,72,0
Yukon,25 to 34,Female,College,75,Female 25 to 34,0.4780091934054973,0.6172776647139419,Liberal Party,75,0
Yukon,25 to 34,Female,Some university,10,Female 25 to 34,0.886820324181324,0.7082335635286032,Liberal Party,10,0
Yukon,25 to 34,Female,University or above,99,Female 25 to 34,0.9819538608261482,0.7274957329575945,Liberal Party,99,0
Yukon,35 to 44,Male,No degree,25,Male 35 to 44,-2.0402216091573115,0.11504416831234404,Conservative Party,0,25
Yukon,35 to 44,Male,High School,46,Male 35 to 44,-2.5829018414967564,0.07024696834319777,Conservative Party,0,46
Yukon,35 to 44,Male,College,52,Male 35 to 44,-2.4884995269820127,0.07666834885950595,Conservative Party,0,52
Yukon,35 to 44,Male,Some university,10,Male 35 to 44,-2.079688396206186,0.11108673275757153,Conservative Party,0,10
Yukon,35 to 44,Male,University or above,78,Male 35 to 44,-1.9845548595613618,0.12083412412370496,Conservative Party,0,78
Yukon,35 to 44,Female,No degree,18,Female 35 to 44,-0.17492521852460075,0.45637986578332485,Conservative Party,0,18
Yukon,35 to 44,Female,High School,42,Female 35 to 44,-0.7176054508640453,0.32792049675503293,Conservative Party,0,42
Yukon,35 to 44,Female,College,81,Female 35 to 44,-0.6232031363493016,0.34905329905997245,Conservative Party,0,81
Yukon,35 to 44,Female,Some university,13,Female 35 to 44,-0.21439200557347504,0.4466063572531643,Conservative Party,0,13
Yukon,35 to 44,Female,University or above,101,Female 35 to 44,-0.11925846892865077,0.47022066931965134,Conservative Party,0,101
Yukon,45 to 54,Male,No degree,42,Male 45 to 54,-0.5497867663729379,0.3659138822353273,Conservative Party,0,42
Yukon,45 to 54,Male,High School,59,Male 45 to 54,-1.0924669987123823,0.25115401116828173,Conservative Party,0,59
Yukon,45 to 54,Male,College,50,Male 45 to 54,-0.9980646841976386,0.26932209766003185,Conservative Party,0,50
Yukon,45 to 54,Male,Some university,7,Male 45 to 54,-0.589253553421812,0.3568061421341963,Conservative Party,0,7
Yukon,45 to 54,Male,University or above,65,Male 45 to 54,-0.4941200167769877,0.37892347840335333,Conservative Party,0,65
Yukon,45 to 54,Female,No degree,28,Female 45 to 54,-0.32096896371026984,0.4204396221375137,Conservative Party,0,28
Yukon,45 to 54,Female,High School,60,Female 45 to 54,-0.8636491960497142,0.29657748829340047,Conservative Party,0,60
Yukon,45 to 54,Female,College,89,Female 45 to 54,-0.7692468815349706,0.3166420434237937,Conservative Party,0,89
Yukon,45 to 54,Female,Some university,13,Female 45 to 54,-0.3604357507591439,0.4108540870644271,Conservative Party,0,13
Yukon,45 to 54,Female,University or above,85,Female 45 to 54,-0.26530221411431965,0.43406075611914463,Conservative Party,0,85
Yukon,55 to 64,Male,No degree,46,Male 55 to 64,-0.8340351506276007,0.3027925354332336,Conservative Party,0,46
Yukon,55 to 64,Male,High School,42,Male 55 to 64,-1.376715382967045,0.2015370417384041,Conservative Party,0,42
Yukon,55 to 64,Male,College,60,Male 55 to 64,-1.2823130684523014,0.21715674539727467,Conservative Party,0,60
Yukon,55 to 64,Male,Some university,6,Male 55 to 64,-0.8735019376764748,0.2945261444526835,Conservative Party,0,6
Yukon,55 to 64,Male,University or above,64,Male 55 to 64,-0.7783684010316505,0.31467163948294696,Conservative Party,0,64
Yukon,55 to 64,Female,No degree,32,Female 55 to 64,1.7885233802936815,0.8567461432006117,Liberal Party,32,0
Yukon,55 to 64,Female,High School,77,Female 55 to 64,1.2458431479542371,0.7765794608225712,Liberal Party,77,0
Yukon,55 to 64,Female,College,76,Female 55 to 64,1.3402454624689808,0.7925303047554881,Liberal Party,76,0
Yukon,55 to 64,Female,Some university,16,Female 55 to 64,1.7490565932448074,0.8518337712917614,Liberal Party,16,0
Yukon,55 to 64,Female,University or above,78,Female 55 to 64,1.8441901298896317,0.863443513468188,Liberal Party,78,0
Northwest Territories,25 to 34,Male,No degree,82,Male 25 to 34,4.0515779279010005,0.9829025042488188,Liberal Party,82,0
Northwest Territories,25 to 34,Male,High School,86,Male 25 to 34,3.508897695561556,0.970939878088649,Liberal Party,86,0
Northwest Territories,25 to 34,Male,College,67,Male 25 to 34,3.6033000100762997,0.9734883090025256,Liberal Party,67,0
Northwest Territories,25 to 34,Male,Some university,8,Male 25 to 34,4.012111140852126,0.9822264614414442,Liberal Party,8,0
Northwest Territories,25 to 34,Male,University or above,69,Male 25 to 34,4.107244677496951,0.9838132753423218,Liberal Party,69,0
Northwest Territories,25 to 34,Female,No degree,59,Female 25 to 34,1.8349926619143868,0.862355421380708,Liberal Party,59,0
Northwest Territories,25 to 34,Female,High School,84,Female 25 to 34,1.2923124295749424,0.7845383346898067,Liberal Party,84,0
Northwest Territories,25 to 34,Female,College,73,Female 25 to 34,1.3867147440896859,0.8000672527925983,Liberal Party,73,0
Northwest Territories,25 to 34,Female,Some university,7,Female 25 to 34,1.7955258748655125,0.8576034295887636,Liberal Party,7,0
Northwest Territories,25 to 34,Female,University or above,103,Female 25 to 34,1.8906594115103368,0.8688306979584404,Liberal Party,103,0
Northwest Territories,35 to 44,Male,No degree,66,Male 35 to 44,3.4613978724022663,0.9695692376680395,Liberal Party,66,0
Northwest Territories,35 to 44,Male,High School,61,Male 35 to 44,2.918717640062822,0.9487639983070053,Liberal Party,61,0
Northwest Territories,35 to 44,Male,College,57,Male 35 to 44,3.0131199545775655,0.9531633355191185,Liberal Party,57,0
Northwest Territories,35 to 44,Male,Some university,6,Male 35 to 44,3.421931085353392,0.968382949964847,Liberal Party,6,0
Northwest Territories,35 to 44,Male,University or above,77,Male 35 to 44,3.5170646219982165,0.9711694289147146,Liberal Party,77,0
Northwest Territories,35 to 44,Female,No degree,52,Female 35 to 44,1.13484350984871,0.7567316436831739,Liberal Party,52,0
Northwest Territories,35 to 44,Female,High School,48,Female 35 to 44,0.5921632775092656,0.6438613479218473,Liberal Party,48,0
Northwest Territories,35 to 44,Female,College,78,Female 35 to 44,0.6865655920240092,0.6652024906210892,Liberal Party,78,0
Northwest Territories,35 to 44,Female,Some university,12,Female 35 to 44,1.0953767227998359,0.7493928408034954,Liberal Party,12,0
Northwest Territories,35 to 44,Female,University or above,100,Female 35 to 44,1.1905102594446602,0.7668323113030289,Liberal Party,100,0
Northwest Territories,45 to 54,Male,No degree,78,Male 45 to 54,2.856298525131379,0.9456433498360253,Liberal Party,78,0
Northwest Territories,45 to 54,Male,High School,56,Male 45 to 54,2.3136182927919346,0.9099986374704722,Liberal Party,56,0
Northwest Territories,45 to 54,Male,College,71,Male 45 to 54,2.4080206073066783,0.9174368737207467,Liberal Party,71,0
Northwest Territories,45 to 54,Male,Some university,9,Male 45 to 54,2.816831738082505,0.9435786313608754,Liberal Party,9,0
Northwest Territories,45 to 54,Male,University or above,57,Male 45 to 54,2.9119652747273292,0.9484347635252949,Liberal Party,57,0
Northwest Territories,45 to 54,Female,No degree,70,Female 45 to 54,1.0336249940839628,0.7376180727362287,Liberal Party,70,0
Northwest Territories,45 to 54,Female,High School,58,Female 45 to 54,0.4909447617445184,0.6203289687984263,Liberal Party,58,0
